cJobId,cTitle,Status,Created Date,Start Date,End Date,sWork,Employer,sEducation,sExperience,sLocation,sOccupation,Occupation,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,fMinSalary,fMaxSalary,fMeanSalary,Sub-Industry,sIndustry
A4S8E8,Ac Service Technician,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dac Ltd T/a Dac Plumbing & A/c Mechanical,High School or Equivalent,5-6 years,George Town,330,Air Conditioning and Refrigeration Mechanics,45,KYD,Bi-Weekly,KYD$14 - KYD$30 Per Hour (paid Bi-Weekly),"$32,760","$70,200","$32,760","$70,200","$51,480",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
A5U8W5,Paralegal,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Walkers,Bachelor´s Degree,5-6 years,George Town,206,Legal and related associate professionals,37.5,USD,Per Month,"USD$80,000 - USD$125,000 Per Annum (paid Monthly)","$80,000","$125,000","$66,667","$104,167","$85,417",Legal Services,"Professional, Scientfic and Technical Activities"
A5W5X8,Mason,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,KIRK MITCHELLT/A K&M CONSTRUCTION,High School or Equivalent,7-8 years,West Bay,454,Building construction labourers,45,KYD,Bi-Weekly,"KYD$1,080 - KYD$1,530 Bi-Weekly (paid Bi-Weekly)","$28,080","$39,780","$28,080","$39,780","$33,930",Construction & Civil Engineering,Construction
A7F2Y5,General Manager,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Citco Bank And Trust Company Limited,Master´s Degree,5-6 years,Camana Bay,13,Business services and administration managers not elsewhere classified,40,USD,Per Month,"USD$140,000 - USD$180,000 Per Annum (paid Monthly)","$140,000","$180,000","$116,667","$150,000","$133,333",Financial & Insurance Services,Financial and Insurance Activities
A7Y8R8,Dive Instructor,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Red Sail Sports Cayman Ltd,High School or Equivalent,1-2 years,George Town,438,Ships deck crews and related workers,45,KYD,Bi-Weekly,KYD$8 - KYD$14 Per Hour (paid Bi-Weekly),"$18,720","$32,760","$18,720","$32,760","$25,740","Land, Water & Air Transport",Transportation and Storage
B2G6M3,Sales Representative / Customer Service,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cellular World T/a Bling And Ting,High School or Equivalent,1-2 years,George Town,274,Shop sales assistants,45,KYD,Per Hour,KYD$6.25 - KYD$7 Per Hour (paid Per Hour),"$14,625","$16,380","$14,625","$16,380","$15,503",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
B3N3P4,Packer/kitchen Helper,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,1-2 years,George Town,463,Kitchen helpers,45,KYD,Per Month,"KYD$16,380 - KYD$18,720 Per Annum (paid Monthly)","$16,380","$18,720","$16,380","$18,720","$17,550",Financial & Insurance Services,Financial and Insurance Activities
B6H6K6,Deckhand,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Paddle Board Cayman Style (2015) Company Ltd. T/a Cayman Watersports,High School or Equivalent,5-6 years,George Town,438,Ships deck crews and related workers,45,USD,Per Month,"USD$2,250.3 - USD$2,437.5 Monthly","$27,004","$29,250","$22,503","$24,375","$23,439","Land, Water & Air Transport",Transportation and Storage
C2C3Q6,Juice Master,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,1-2 years,George Town,463,Kitchen helpers,45,KYD,Per Month,"KYD$16,900 - KYD$20,800 Per Annum (paid Monthly)","$16,900","$20,800","$16,900","$20,800","$18,850",Financial & Insurance Services,Financial and Insurance Activities
C4P3D4,Business Development Director,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Flagship Advisory Limited,Bachelor´s Degree,10+ years,George Town,239,Accounting and bookkeeping clerks,45,USD,Per Month,"USD$119,995.2 - USD$130,010.4 Per Annum (paid Monthly)","$119,995","$130,010","$99,996","$108,342","$104,169",Accounting & Auditing Services,"Professional, Scientfic and Technical Activities"
D3H4J3,Carpenter,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Colin Williams T/a Css Employment Agency,High School or Equivalent,3-4 years,Little Cayman,322,Carpenters and joiners,45,KYD,Bi-Weekly,"KYD$900 - KYD$1,000 Bi-Weekly (paid Bi-Weekly)","$23,400","$26,000","$23,400","$26,000","$24,700",Recruitment & Employment Agencies,Administrative and Support Service Activities
D5S4X3,Server,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Renee Myles T/a Helping Hand Solutions,High School or Equivalent,1-2 years,Bodden Town,374,Fruit vegetable and related preservers,45,KYD,Per Month,"KYD$1,200 - KYD$1,500 Monthly","$14,400","$18,000","$14,400","$18,000","$16,200",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
D7E6A7,Line Cook,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,5-6 years,George Town,255,Cooks,45,KYD,Per Month,"KYD$22,100 - KYD$23,400 Per Annum (paid Monthly)","$22,100","$23,400","$22,100","$23,400","$22,750",Financial & Insurance Services,Financial and Insurance Activities
E2N3C6,Director Of Sales,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Hospitality Services Ltd. T/a Hospitality Services Ltd,Some College/University,3-4 years,Seven Mile Beach,14,Sales and marketing managers,45,USD,Per Month,"USD$75,000 - USD$85,000 Per Annum (paid Monthly)","$75,000","$85,000","$62,500","$70,833","$66,667",Recruitment & Employment Agencies,Administrative and Support Service Activities
E4Y7W5,Food & Beverage Supervisor - Banquet,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Khrg Cayman Employer Ltd,Certificate/Diploma,3-4 years,West Bay,33,Restaurant managers,45,USD,Bi-Weekly,USD$9 - USD$11 Per Hour (paid Bi-Weekly) + gratuities,"$21,060","$25,740","$17,550","$21,450","$19,500",Accommodation,Accommodation and Food Service Activities
E5U3W8,Apprentice Plumber,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Esther S. Moulton T/a Pipe It Up Plumbing Services,High School or Equivalent,5-6 years,George Town,329,Plumbers and pipe fitters,45,KYD,Per Week,KYD$9 Per Hour (paid Weekly),"$21,060","$21,060","$21,060","$21,060","$21,060","Electrical, Plumbing & Air-Conditioning Installation",Construction
E6N7C5,Principal Actuary,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Marsh Management Services (cayman) :td,Bachelor´s Degree,7-8 years,George Town,41,"Mathematicians, actuaries and statisticians",35,USD,Per Month,"USD$250,000 - USD$300,000 Per Annum (paid Monthly)","$250,000","$300,000","$208,333","$250,000","$229,167",Financial & Insurance Services,Financial and Insurance Activities
E7B8P4,Food & Beverage Server,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,3-4 years,George Town,256,Waiters,45,KYD,Per Month,"KYD$18,720 - KYD$23,400 Per Annum (paid Monthly)","$18,720","$23,400","$18,720","$23,400","$21,060",Financial & Insurance Services,Financial and Insurance Activities
E7X7X7,Ac Duct Installer,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dac Ltd T/a Dac Plumbing & A/c Mechanical,High School or Equivalent,3-4 years,George Town,336,Sheet metal workers,45,KYD,Bi-Weekly,KYD$14 - KYD$24 Per Hour (paid Bi-Weekly),"$32,760","$56,160","$32,760","$56,160","$44,460",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
E7Y3S3,Revenue Management Analyst,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,The Ritz Carlton Hotel,Associate Degree,1-2 years,Seven Mile Beach,100,Management and organization analysts,40,USD,Bi-Weekly,USD$17.75 Per Hour (paid Bi-Weekly) + gratuities,"$36,920","$36,920","$30,767","$30,767","$30,767",Accommodation,Accommodation and Food Service Activities
E8K5P6,Dispatch And Fleet Coordinator,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Island Waste Carriers T/a Iwc,Associate Degree,3-4 years,George Town,194,Business services agents not elsewhere classified,45,KYD,Per Month,"KYD$2,250 - KYD$2,750 Monthly","$27,000","$33,000","$27,000","$33,000","$30,000","Water Supply, Sewerage & Waste Management","Water Supply; Sewerage, Waste Management and Remediation Activities"
F4H4U2,Janitor,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Luisa D.m. Oneil T/a L&r Landscaping,High School or Equivalent,1-2 years,George Town,441,Cleaners and helpers in offices hotels and other establishments,45,KYD,Per Month,"KYD$1,170 - KYD$1,462.5 Monthly","$14,040","$17,550","$14,040","$17,550","$15,795",Landscape & Maintenance Services,Administrative and Support Service Activities
F5B5W8,Math Teacher,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Iss (cayman) Ltd.,Bachelor´s Degree,1-2 years,Camana Bay,83,Secondary Education Teachers,45,KYD,Per Month,"KYD$57,000 - KYD$70,800 Per Annum (paid Monthly)","$57,000","$70,800","$57,000","$70,800","$63,900",Education,Education
F7G5F6,Manager,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dara Keogh & Greg O'driscoll T/a Grant Thornton,Bachelor´s Degree,5-6 years,George Town,96,Accountants,37.5,USD,Per Month,"USD$90,000 - USD$115,000 Per Annum (paid Monthly)","$90,000","$115,000","$75,000","$95,833","$85,417",Accounting & Auditing Services,"Professional, Scientfic and Technical Activities"
F8N6B7,Bakery Production/quality Control Supervisor,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,5-6 years,George Town,148,Manufacturing supervisors,45,KYD,Per Month,"KYD$30,000 - KYD$31,200 Per Annum (paid Monthly)","$30,000","$31,200","$30,000","$31,200","$30,600",Financial & Insurance Services,Financial and Insurance Activities
G4B7E6,Associate - Banking & Finance,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Ogier,Certificate/Diploma,3-4 years,Camana Bay,118,Lawyers,37.5,USD,Per Month,"USD$120,000 - USD$185,000 Per Annum (paid Monthly)","$120,000","$185,000","$100,000","$154,167","$127,083",Legal Services,"Professional, Scientfic and Technical Activities"
G5B5J2,Mason,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,KIRK MITCHELLT/A K&M CONSTRUCTION,High School or Equivalent,7-8 years,West Bay,454,Building construction labourers,45,KYD,Bi-Weekly,"KYD$1,080 - KYD$1,530 Bi-Weekly (paid Bi-Weekly)","$28,080","$39,780","$28,080","$39,780","$33,930",Construction & Civil Engineering,Construction
G5C7B7,Carpenter Specialist,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Louis-herard Sully,High School or Equivalent,10+ years,South Sound,149,Construction supervisors,40,KYD,Bi-Weekly,"KYD$27,040 - KYD$41,600 Per Annum (paid Bi-Weekly)","$27,040","$41,600","$27,040","$41,600","$34,320",Construction & Civil Engineering,Construction
G5V3S3,Welder Helper,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Pro- Weld Ltd,Certificate/Diploma,3-4 years,George Town,335,Welders and flamecutters,45,KYD,Bi-Weekly,KYD$8 - KYD$10 Per Hour (paid Bi-Weekly),"$18,720","$23,400","$18,720","$23,400","$21,060",Manufacturing,Manufacturing
G6B2D5,Assistant Jerkman,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Marco T. Duarte-ezekiel T/a Efficient Administrative Assistants,High School or Equivalent,10+ years,George Town,255,Cooks,45,KYD,Per Month,"KYD$25,997.4 - KYD$28,594.8 Per Annum (paid Monthly)","$25,997","$28,595","$25,997","$28,595","$27,296",Maintenance & Repair of Buildings,Administrative and Support Service Activities
G6C8H6,Food & Beverage Server,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Peppers Smokehouse Ltd.,High School or Equivalent,1-2 years,George Town,256,Waiters,40,KYD,Per Hour,"KYD$12,480 - KYD$16,640 Per Annum (paid Per Hour) + gratuities","$12,480","$16,640","$12,480","$16,640","$14,560","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
H2T4Q5,Claims Counsel,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Expertise Limited,Bachelor´s Degree,5-6 years,Camana Bay,206,Legal and related associate professionals,40,USD,Per Month,"USD$150,000 - USD$170,000 Per Annum (paid Monthly)","$150,000","$170,000","$125,000","$141,667","$133,333",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
H4K8K2,Maintenance Man,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Tuna Frenzy Ltd.,High School or Equivalent,1-2 years,Little Cayman,454,Building construction labourers,45,KYD,Per Week,KYD$12 - KYD$14 Per Hour (paid Weekly),"$28,080","$32,760","$28,080","$32,760","$30,420",Real Estate & Property Management,Real Estate Activities
H5U3P5,Associate - Investment Funds,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Ogier,Certificate/Diploma,3-4 years,Camana Bay,118,Lawyers,37.5,USD,Per Month,"USD$120,000 - USD$185,000 Per Annum (paid Monthly)","$120,000","$185,000","$100,000","$154,167","$127,083",Legal Services,"Professional, Scientfic and Technical Activities"
H8P4Q5,Customer Service Representative,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Courier Venture Ltd T/a Ups,Certificate/Diploma,1-2 years,George Town,36,Services managers not elsewhere classified,40,KYD,Bi-Weekly,KYD$800 - KYD$960 Bi-Weekly (paid Bi-Weekly),"$20,800","$24,960","$20,800","$24,960","$22,880",Cargo Handling & Courier Services,Transportation and Storage
J2X5D7,Cell Phone Technician,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cellular World Ltd T/a Cellular World Repairs,Some College/University,3-4 years,George Town,141,Electronics engineering technicians,45,KYD,Per Hour,"KYD$18,720 - KYD$21,060 Per Annum (paid Per Hour)","$18,720","$21,060","$18,720","$21,060","$19,890",Repair of Consumer Electronics & Household Appliances,Other Service Activities
J3U5C4,General Construction Labourer/helper,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dac Ltd T/a Dac Plumbing & A/c Mechanical,High School or Equivalent,3-4 years,George Town,454,Building construction labourers,45,KYD,Bi-Weekly,KYD$10 - KYD$15 Per Hour (paid Bi-Weekly),"$23,400","$35,100","$23,400","$35,100","$29,250",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
J4W6W5,Business Relations Manager,Closed,03-Jun-25,02-Jun-25,16-Jun-25,Full-time,Zedra Trust Company (cayman) Limited,Bachelor´s Degree,5-6 years,George Town,13,Business services and administration managers not elsewhere classified,37.5,USD,Per Month,"USD$70,000 - USD$95,000 Per Annum (paid Monthly)","$70,000","$95,000","$58,333","$79,167","$68,750",Financial & Insurance Services,Financial and Insurance Activities
J4X4J8,Repair Administrator,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cellular World Ltd T/a Cellular World Repairs,Some College/University,3-4 years,George Town,223,Secretaries (general),45,KYD,Per Hour,"KYD$18,720 - KYD$21,060 Per Annum (paid Per Hour)","$18,720","$21,060","$18,720","$21,060","$19,890",Repair of Consumer Electronics & Household Appliances,Other Service Activities
J6N4K2,High Level Teaching Assistant,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Footsteps School,Bachelor´s Degree,3-4 years,George Town,87,Other Teaching Professionals,35,KYD,Per Month,"KYD$30,000 - KYD$45,000 Per Annum (paid Monthly)","$30,000","$45,000","$30,000","$45,000","$37,500",Education,Education
J6U3W8,Baker,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,5-6 years,George Town,372,Bakers pastry cooks and confectionery makers,45,KYD,Per Month,KYD$700 - KYD$900 Bi-Weekly (paid Monthly),"$18,200","$23,400","$18,200","$23,400","$20,800",Financial & Insurance Services,Financial and Insurance Activities
J7R7W2,Site Cleaner/general Helper,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Javier Zachary Mckenzie,High School or Equivalent,3-4 years,George Town,454,Building construction labourers,45,KYD,Bi-Weekly,KYD$10 Per Hour (paid Bi-Weekly),"$23,400","$23,400","$23,400","$23,400","$23,400",Construction & Civil Engineering,Construction
J8E8S4,Service Advisor,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Arch Worldwide Ltd T/a Arch Automotive,High School or Equivalent,3-4 years,George Town,194,Business services agents not elsewhere classified,45,KYD,Bi-Weekly,"KYD$1,500 - KYD$1,700 Bi-Weekly (paid Bi-Weekly)","$39,000","$44,200","$39,000","$44,200","$41,600",Sale of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
J8W6A5,Consultant,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Boddens Ltd,Master´s Degree,3-4 years,Seven Mile Beach,100,Management and organization analysts,45,USD,Per Month,"USD$80,000 - USD$100,000 Per Annum (paid Monthly)","$80,000","$100,000","$66,667","$83,333","$75,000",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
K5A5S6,Junior Site Engineer,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Warren Greene Ltd.,Bachelor´s Degree,1-2 years,Seven Mile Beach,45,Engineering Professionals (excluding Electrotechnology),45,KYD,Per Month,"KYD$4,500 - KYD$6,000 Monthly","$54,000","$72,000","$54,000","$72,000","$63,000",Construction & Civil Engineering,Construction
K5C4G6,Jewellery & Watch Sales Associate,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Kirk Freeport Plaza Ltd,High School or Equivalent,3-4 years,George Town,274,Shop sales assistants,41.25,KYD,Per Month,"KYD$14,049.75 - KYD$32,175 Per Annum (paid Monthly)","$14,050","$32,175","$14,050","$32,175","$23,112",Financial & Insurance Services,Financial and Insurance Activities
K6B2G8,Carpenter,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Seaitch Ltd,High School or Equivalent,9-10 years,Little Cayman,322,Carpenters and joiners,45,KYD,Per Week,KYD$15 - KYD$25 Per Hour (paid Weekly),"$35,100","$58,500","$35,100","$58,500","$46,800",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
K6C2H3,Food And Beverage Server,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cayman Spirits Company,High School or Equivalent,1-2 years,George Town,256,Waiters,40,KYD,Bi-Weekly,"KYD$12,480 - KYD$31,200 Per Annum (paid Bi-Weekly)","$12,480","$31,200","$12,480","$31,200","$21,840",Manufacturing,Manufacturing
K8U5C3,Senior Manager - Financial Advisory (restructuring),Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Deloitte & Touche T/a Deloitte,Bachelor´s Degree,5-6 years,Camana Bay,96,Accountants,37.5,USD,Per Month,"USD$100,000 - USD$130,000 Per Annum (paid Monthly)","$100,000","$130,000","$83,333","$108,333","$95,833",Accounting & Auditing Services,"Professional, Scientfic and Technical Activities"
M3G2V4,Janitor/janitress,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Maverick Group Ltd. T/a Au Pair,High School or Equivalent,Less than 1 year,George Town,440,Domestic cleaners and helpers,40,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),"$12,480","$14,560","$12,480","$14,560","$13,520",Recruitment & Employment Agencies,Administrative and Support Service Activities
M4H8R4,Junior Ac Duct Fabricator,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dac Ltd T/a Dac Plumbing & A/c Mechanical,High School or Equivalent,1-2 years,George Town,336,Sheet metal workers,45,KYD,Bi-Weekly,KYD$10 - KYD$15 Per Hour (paid Bi-Weekly),"$23,400","$35,100","$23,400","$35,100","$29,250",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
M6V5S6,Line Cook,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Peppers Smokehouse Ltd.,High School or Equivalent,1-2 years,George Town,255,Cooks,40,KYD,Per Hour,"KYD$16,640 - KYD$20,800 Per Annum (paid Per Hour) + gratuities","$16,640","$20,800","$16,640","$20,800","$18,720","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
M7S3D3,Steel Fixer / Carpenter,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Marvin Travis Benitez T/a Power House Construction,High School or Equivalent,5-6 years,George Town,454,Building construction labourers,45,KYD,Per Month,"KYD$28,080 - KYD$32,760 Per Annum (paid Monthly)","$28,080","$32,760","$28,080","$32,760","$30,420",Construction & Civil Engineering,Construction
N3Y3K6,Support Associate,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Invenio Global Ltd,Certificate/Diploma,3-4 years,George Town,193,Real estate agents and property managers,45,USD,Per Month,"USD$3,332.55 Monthly","$39,991","$39,991","$33,326","$33,326","$33,326",Recruitment & Employment Agencies,Administrative and Support Service Activities
N7K8V4,Sales Delivery Driver,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,5-6 years,George Town,430,Car taxi and van drivers,45,KYD,Per Month,"KYD$18,200 - KYD$23,400 Per Annum (paid Monthly)","$18,200","$23,400","$18,200","$23,400","$20,800",Financial & Insurance Services,Financial and Insurance Activities
P3N6F8,Beach Attendant/deckhand,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Red Sail Sports Cayman Ltd,High School or Equivalent,1-2 years,George Town,438,Ships deck crews and related workers,45,KYD,Bi-Weekly,KYD$8 - KYD$13 Per Hour (paid Bi-Weekly),"$18,720","$30,420","$18,720","$30,420","$24,570","Land, Water & Air Transport",Transportation and Storage
P4A8R2,Mason,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Kls Development Ltd.,High School or Equivalent,5-6 years,George Town,454,Building construction labourers,40,KYD,Per Week,KYD$600 Weekly,"$31,200","$31,200","$31,200","$31,200","$31,200",Construction & Civil Engineering,Construction
P5K7U8,Mason,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Marcia L Anderson T/a James Construction,High School or Equivalent,5-6 years,West Bay,319,Bricklayers and related workers,40,KYD,Bi-Weekly,KYD$9 - KYD$12 Per Hour (paid Bi-Weekly),"$18,720","$24,960","$18,720","$24,960","$21,840",Construction & Civil Engineering,Construction
P5S3G2,Warehouse Counter Sales Rep,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Massive Equipment Rentals & Sales Ltd.,High School or Equivalent,1-2 years,George Town,283,Sales workers not elsewhere classified,40,KYD,Per Week,"KYD$27,999.92 Per Annum (paid Weekly)","$28,000","$28,000","$28,000","$28,000","$28,000",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
P6Q4N8,Director Of Food & Beverage,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,The Ritz Carlton Hotel,Associate Degree,3-4 years,Seven Mile Beach,32,Hotel managers,40,USD,Bi-Weekly,"USD$150,000 - USD$190,000 Per Annum (paid Bi-Weekly)","$150,000","$190,000","$125,000","$158,333","$141,667",Accommodation,Accommodation and Food Service Activities
Q3B4G2,Baker Team Leader,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,3-4 years,George Town,372,Bakers pastry cooks and confectionery makers,45,KYD,Per Month,"KYD$900 - KYD$1,100 Bi-Weekly (paid Monthly)","$23,400","$28,600","$23,400","$28,600","$26,000",Financial & Insurance Services,Financial and Insurance Activities
Q4V4E7,Cashier General Helper,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Jonathan Tibbetts Ta The Pit Stop,High School or Equivalent,1-2 years,Cayman Brac,275,Cashiers and Ticket Clerks,45,KYD,Per Week,KYD$6 - KYD$8 Per Hour (paid Weekly),"$14,040","$18,720","$14,040","$18,720","$16,380",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
Q6F7V4,Teacher,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Footsteps School,Bachelor´s Degree,1-2 years,George Town,85,Primary school teachers,45,KYD,Per Month,"KYD$46,000 - KYD$60,000 Per Annum (paid Monthly)","$46,000","$60,000","$46,000","$60,000","$53,000",Education,Education
Q6G8V2,Ai Solutions Innovation And Marketing Assistant,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Part-time,Ai Business Solutions Ltd,Bachelor´s Degree,1-2 years,Bodden Town,104,Advertising and marketing professionals,5,KYD,Per Week,KYD$9 - KYD$13 Per Hour (paid Weekly),"$2,340","$3,380","$2,340","$3,380","$2,860",Advertising & Marketing Activities,"Professional, Scientfic and Technical Activities"
Q7A2V5,Steel Man,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,KIRK MITCHELLT/A K&M CONSTRUCTION,High School or Equivalent,5-6 years,West Bay,454,Building construction labourers,45,KYD,Bi-Weekly,"KYD$1,080 - KYD$1,530 Bi-Weekly (paid Bi-Weekly)","$28,080","$39,780","$28,080","$39,780","$33,930",Construction & Civil Engineering,Construction
Q8P3G4,Mason,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Marlon De Nieuenkirk And Vannie De Nieuenkirk T/a Marlon Construction Development,High School or Equivalent,9-10 years,West Bay,321,Concrete placers concrete finishers and related workers,45,KYD,Bi-Weekly,KYD$12.5 - KYD$14.5 Per Hour (paid Bi-Weekly),"$29,250","$33,930","$29,250","$33,930","$31,590",Construction & Civil Engineering,Construction
R2R4V6,Dry Wall Mason,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,B&e Construction Co. Ltd,High School or Equivalent,10+ years,West Bay,326,Plasterers,45,KYD,Bi-Weekly,"KYD$900 - KYD$1,080 Bi-Weekly (paid Bi-Weekly)","$23,400","$28,080","$23,400","$28,080","$25,740",Construction & Civil Engineering,Construction
R2Y7V5,Operations Technology Director,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Vistra (cayman) Limited,Bachelor´s Degree,10+ years,George Town,10,Finance managers,45,USD,Per Month,"USD$10,000 - USD$10,833.33 Monthly","$120,000","$130,000","$100,000","$108,333","$104,167",Financial & Insurance Services,Financial and Insurance Activities
R3C6Q6,Ac Duct Fabricator,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dac Ltd T/a Dac Plumbing & A/c Mechanical,High School or Equivalent,3-4 years,George Town,336,Sheet metal workers,45,KYD,Bi-Weekly,KYD$14 - KYD$24 Per Hour (paid Bi-Weekly),"$32,760","$56,160","$32,760","$56,160","$44,460",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
R4Q8F2,Kitchen Supervisor,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,3-4 years,George Town,148,Manufacturing supervisors,45,KYD,Per Month,"KYD$29,998.8 - KYD$31,192.2 Per Annum (paid Monthly)","$29,999","$31,192","$29,999","$31,192","$30,596",Financial & Insurance Services,Financial and Insurance Activities
