cJobId,cTitle,sWork,sEducation,sExperience,sLocation,sOccupation,sIndustry,fMinSalary,fMaxSalary,fMeanSalary
F7V2A4,Skilled Tradesman,1,1,7,3,454,2,35100.00,46800.00,40950.00
X6T3F7,Dive Instructor,1,2,2,3,386,2,30000.00,30000.00,30000.00
R3P4T4,Journeyman Electrician,1,4,4,3,364,5,42120.00,49140.00,45630.00
A6K4W4,Packer,1,1,2,3,242,19,12480.00,31200.00,21840.00
A7K2R2,Sales Representative,1,3,3,3,283,19,17994.60,54000.00,35997.30
A7P5A7,Steel Fixer/carpenter,1,1,2,3,454,2,93600.00,105300.00,99450.00
A7S7H7,Janior,1,1,7,6,333,5,19890.00,19890.00,19890.00
B6N7V4,Barber,1,1,7,3,259,13,14300.00,14300.00,14300.00
B8M6H6,Finance Manager,1,5,4,1,10,8,80000.00,88333.33,84166.67
C3X5K3,Carpenters Helper,1,1,3,3,322,5,25740.00,25740.00,25740.00
C4U8M4,Welder/flamecutter,1,3,4,3,335,5,28080.00,35100.00,31590.00
C7J5N5,Stone Installer,1,1,7,3,454,5,35100.00,37440.00,36270.00
C8W8G7,Store Manager,1,1,3,3,272,19,35100.00,39780.00,37440.00
D5B8T2,Financial Controller,2,5,3,3,96,2,70200.00,105300.00,87750.00
D8D2M2,Junior Site Engineer,1,5,3,3,47,5,48000.00,54000.00,51000.00
E3A7H7,Survey Field Assistant,1,0,5,11,158,14,25740.00,30420.00,28080.00
E3C4R5,Engineer,1,3,7,3,45,5,105300.00,152100.00,128700.00
E8N4H7,Food Runner / Food And Beverage Server,1,1,2,3,256,0,10530.00,14040.00,12285.00
F4M6D4,Kitchen Helper,1,1,3,3,463,11,16640.00,31200.00,23920.00
F5C6A5,Hr Coordinator,1,5,2,11,101,0,29250.00,31200.00,30225.00
F6P7G4,Janitor,1,1,3,3,445,2,14040.00,15210.00,14625.00
G4T2K5,Warehouse Supervisor,1,3,3,3,251,19,18720.00,21060.00,19890.00
G4V2U8,Corporate Administrator (it & Ecommerce Background),1,5,5,3,13,10,51480.00,63180.00,57330.00
G6P2U4,Janitor,1,1,7,0,439,14,12480.00,12480.00,12480.00
H4G4H2,Electronic Control Technician,1,3,3,3,294,2,33280.00,52000.00,42640.00
H7U5A4,Mechanic,1,1,2,3,344,19,30420.00,35100.00,32760.00
H8F7B7,Janitor,1,1,3,3,439,2,16380.00,18720.00,17550.00
J3N6H4,Operations Manager,1,3,3,11,13,0,62500.00,75000.00,68750.00
K3W5U2,Janitor,1,1,3,3,439,2,16380.00,18720.00,17550.00
K5K7F4,Labourer,1,1,2,3,191,2,14040.00,23400.00,18720.00
K5Q4U8,Site Engineer,1,5,4,3,47,5,72000.00,84000.00,78000.00
M2S4Q3,Cashier,1,1,4,3,275,19,14040.00,27000.00,20520.00
M2V2S3,Security Officer,1,3,4,3,294,2,14040.00,18720.00,16380.00
M5W4N6,A/c Technician Laborer,1,3,3,3,330,2,23400.00,28080.00,25740.00
N3N2P5,Counter Clerk/general Helper,1,1,3,3,441,5,16380.00,21060.00,18720.00
N4Q6W3,Purchasing And Inventory Control Clerk,1,5,3,3,188,19,55000.00,65000.00,60000.00
N4Y3H7,Accounts Clerk,1,5,4,3,239,14,24000.00,48000.00,36000.00
N5D4Y6,Pre-school Teacher,1,5,3,3,84,13,33602.40,42003.00,37802.70
N7H8F3,Carpenter's Helper,1,1,4,3,322,2,30420.00,32760.00,31590.00
N8S8Y8,Assistant Vice President - Client Accounting,1,5,2,3,194,8,66666.67,83333.33,75000.00
P3P4J8,General Engineer,1,2,4,3,45,14,140000.00,160000.00,150000.00
P8A3E2,Personal Trainer,1,3,7,11,211,16,14040.00,16380.00,15210.00
P8E6G7,"Senior Recruiter, Professional Contractor Services",0,2,3,3,283,2,45000.00,55000.00,50000.00
Q4G4F3,Janitor,1,1,4,3,441,2,15210.00,23400.00,19305.00
Q8D3H7,Steel Fixer,1,1,4,3,320,5,30420.00,35100.00,32760.00
Q8Q4T8,Administrative Coordinator,1,5,4,3,99,19,36000.00,42000.00,39000.00
R4J3M6,Kitchen Helper,1,1,3,3,463,0,14040.00,16380.00,15210.00
R7H8A6,Steel Fixer/ Mason/ Carpenter,1,0,4,11,326,5,28080.00,32760.00,30420.00
S3F8X6,Beauty Therapist,1,1,3,3,259,13,18000.00,30000.00,24000.00
S3G2U4,Tiler Helper,1,1,6,3,325,5,28080.00,28080.00,28080.00
S4P4E8,Commercial Sales Representative,1,5,3,3,187,19,30000.00,36000.00,33000.00
S6K8W7,Dispute Resolution Associate,1,5,6,3,118,14,183333.33,216666.67,200000.00
S8N7X6,"Manager – Human Resources, Training And Administration",1,5,4,3,11,8,105000.00,115000.00,110000.00
T7Q2S2,A/c Technician Assistant,1,3,2,3,330,5,20800.00,21840.00,21320.00
T8R7A5,Nail Technician,1,1,4,3,259,13,13000.00,26000.00,19500.00
U3R3N7,Barista,1,1,2,3,256,2,14040.00,23400.00,18720.00
U3U3V7,Mason Helper / Labourer,1,1,4,4,454,5,16380.00,23400.00,19890.00
U5C5K8,Chief Financial Officer,1,5,5,3,96,8,127591.00,163032.00,145311.50
U5U6U2,Janitor,1,1,7,7,333,2,12480.00,12480.00,12480.00
U6F5A8,Mechanic Helper,1,1,7,3,485,5,18720.00,21060.00,19890.00
U7E8U6,Front Clerk Receptionist,1,1,3,3,236,19,14560.00,16640.00,15600.00
U7Y3B5,Grocery Clerk,1,1,2,3,272,19,17280.00,18000.00,17640.00
V5U5M2,Carpenter,1,1,4,3,322,5,24960.00,29120.00,27040.00
V5V4P2,Mason Helper,1,1,4,3,320,5,28080.00,32760.00,30420.00
V7J4H8,Shift Coordinator,1,3,3,3,256,0,16800.00,27600.00,22200.00
W3X5S7,Server/housekeeper,1,1,2,0,374,14,15600.00,18000.00,16800.00
W4C3N7,Air Conditioning Technician,1,3,7,3,330,19,24960.00,35360.00,30160.00
W4J4W8,Carpenter/steelman,1,1,6,7,454,2,28080.00,32760.00,30420.00
X2K7S8,Carpenter,1,1,4,3,454,2,21060.00,30420.00,25740.00
X5G8N7,Head Of Fund Services – Ics Cayman,1,5,7,3,10,8,166666.67,195833.33,181250.00
X5K2V3,Janitor,1,1,3,3,439,2,16380.00,18720.00,17550.00
X7J3U4,Janitor,1,1,3,3,439,2,16380.00,18720.00,17550.00
X7Q8H3,It Support Analyst I,1,4,2,3,108,14,54166.67,62500.00,58333.33
X8H8E3,General Helper / Kitchen Helper,1,1,2,5,463,0,14040.00,14040.00,14040.00
X8J8A3,Janitor,1,1,3,3,439,2,16380.00,18720.00,17550.00
Y2R6G3,Mason/carpenter/steelfixer (multi Purpose Position),1,1,7,3,454,4,28080.00,32760.00,30420.00
Y2W6F8,Sales Training And Development Manager,1,5,4,3,107,10,70000.00,80000.00,75000.00
Y6V4K4,Farm Helper/maintenance,1,1,1,3,299,3,17550.00,24570.00,21060.00
Y7K6W3,Tiler,1,1,7,3,325,5,35100.00,35100.00,35100.00
C4E6F6,Football Coach,1,3,7,3,210,4,35100.00,58500.00,46800.00
D7V6T6,Head Coach,1,3,7,3,210,4,48750.00,97500.00,73125.00
B3X6F2,Domestic Helper,1,3,2,2,440,2,12480.00,14560.00,13520.00
K2E3B4,Tiler,1,1,7,3,325,5,28080.00,30420.00,29250.00
A2F6N3,Carpenter,1,3,3,3,322,5,32760.00,42120.00,37440.00
A3W7Q4,Barber,1,3,2,3,259,13,14040.00,18720.00,16380.00
A3Y3X7,Supply Chain Analyst,1,5,3,3,100,19,58333.33,62500.00,60416.67
C2Q5V4,Food & Beverage Server,1,3,3,1,282,0,17550.00,19890.00,18720.00
C6K6G3,Kitchen Helper,1,1,2,7,463,0,14040.00,18720.00,16380.00
C8U5F8,Welder,1,3,7,3,335,5,28080.00,28080.00,28080.00
D7B8P4,Kitchen Helper,1,1,4,3,463,0,14300.00,14300.00,14300.00
E7W3T5,Mason Helper/labourer,1,1,4,3,454,5,22620.00,29406.00,26013.00
F3E5Y3,Mason/carpenter--c/o Great Stone Construction,1,1,4,3,454,4,28080.00,35100.00,31590.00
F6G3N6,Beauty Therapist,1,1,3,3,259,13,18000.00,30000.00,24000.00
F8K7R2,Food And Beverage Server,1,1,2,7,282,0,16900.00,16900.00,16900.00
H8M7T5,Senior Technician Supervisor,1,3,4,3,149,5,104000.00,117000.00,110500.00
K4J3Y4,Purchasing Inventory Clerk,1,5,3,3,188,19,54990.00,65005.20,59997.60
K4W4W7,Line Cook,1,1,3,11,255,0,18720.00,23400.00,21060.00
K8D6C6,Truck Driver,1,1,3,3,433,17,23400.00,37440.00,30420.00
P2Q3F7,Janitor,1,1,3,3,441,2,15210.00,23400.00,19305.00
P6U2M6,Senior Policy & Development Officer - Policy And Development,1,5,3,3,101,8,77929.00,94519.00,86224.00
P7Q4T5,Mason/marmoran,1,1,5,3,317,5,25740.00,30420.00,28080.00
Q2H3J2,Client Relationship Manager,1,5,4,3,13,8,75000.00,100000.00,87500.00
R7V2P5,Mason Helper,1,1,3,3,454,5,24960.00,1048320.00,536640.00
S8F3X7,Groundskeeper,1,3,4,2,262,16,26000.00,29466.67,27733.33
U3H6F2,Sales Training And Development Manager,1,5,4,3,107,10,69992.00,79996.80,74994.40
U8D5U3,Line Cook,1,1,3,7,255,0,15607.80,19492.20,17550.00
V5V8T2,Janitor,1,1,2,3,441,2,12480.00,16640.00,14560.00
V6N6E2,Barista,1,1,2,7,257,0,16380.00,21060.00,18720.00
W5E2K8,Cosmetology,1,1,2,3,259,13,15600.00,15600.00,15600.00
X4F8Q6,Ac Duct Mechanic,1,1,7,3,336,19,24960.00,35360.00,30160.00
Y2E8W3,Kithen Helper,1,1,2,7,463,0,20800.00,20800.00,20800.00
Y2G6S7,Esthetician,0,3,4,3,259,9,10400.00,13000.00,11700.00
Y7Q4S4,Chief Analyst - Investments Supervision Division,1,5,5,3,98,8,92446.00,114843.00,103644.50
Y7V6P8,Carpenter/mason,1,3,7,11,322,5,30420.00,39780.00,35100.00
F3A4X4,Hairstylist,1,1,4,3,258,13,15600.00,16380.00,15990.00
S8E2J3,Carpenter,1,1,4,11,322,5,24008.40,29998.80,27003.60
F4T2V7,Beauty Therapist,1,3,2,3,259,13,12480.00,19500.00,15990.00
Q2B6T4,Steel Fixer/carpenter/labour,1,1,2,3,454,11,37440.00,44460.00,40950.00
T6A8C5,Nail Technician,1,3,4,3,259,13,12480.00,19500.00,15990.00
A2Q4Y7,Pharmacy Technician,1,3,3,3,166,19,28080.00,42120.00,35100.00
A5A4N4,Warehouse Associate,1,1,0,3,242,19,25272.00,34795.80,30033.90
A8F5C3,Deli Associate,1,1,2,3,463,19,23985.00,33017.40,28501.20
C3H7A4,Car Washer/detailer,1,1,1,3,443,2,14040.00,16380.00,15210.00
C7C3J2,Metal Frame Installer,1,1,3,3,454,2,18720.00,21060.00,19890.00
E5M4A3,Mason/marmoran,1,1,4,3,317,5,30420.00,35100.00,32760.00
J2E2N3,Janitor/cleaner,1,1,1,3,439,2,14040.00,16380.00,15210.00
K7T2C3,Branch Director,1,5,4,1,30,8,130000.00,160000.00,145000.00
N6C5N3,Janitor,1,1,3,3,445,2,14040.00,15210.00,14625.00
Q2E7X6,Drywall Finisher/helper,1,1,3,3,454,2,18720.00,21060.00,19890.00
S5J7P3,Licensed Heavy-duty Diesel And/or Electrical Mechanic,1,3,4,3,345,19,28080.00,70200.00,49140.00
S7J4X6,Server,1,1,2,3,282,2,16380.00,18720.00,17550.00
V4Y2Y6,Front End Associate,1,1,1,3,275,19,23985.00,33017.40,28501.20
Y4D4X8,Senior Accountant,1,5,3,3,96,8,79161.33,95836.00,87498.67
Y8T2Q3,Administrative Assistant,1,1,4,3,198,5,14040.00,23400.00,18720.00
H4W8K3,Welder,1,3,3,3,335,19,28080.00,35100.00,31590.00
S6V5T8,Journeyman Plumber,1,1,7,3,329,5,42120.00,51480.00,46800.00
X2S3V2,Project Administrator,1,5,7,3,99,5,30000.00,42000.00,36000.00
A4V3S4,Underwater Photographer,1,5,2,11,212,17,42000.00,42003.00,42001.50
A7D5G2,Front Desk Team Leader,1,5,2,11,234,0,17550.00,23400.00,20475.00
A7S5Q8,Wood Moudling Maker,1,1,4,3,378,5,28080.00,28080.00,28080.00
B2A2H4,Sales Assistant,0,1,2,3,283,19,10920.00,10920.00,10920.00
B3T2X2,Chief Analyst – Anti-money Laundering/counter Financing Terrorism (“aml/cft”) Division,1,5,4,3,98,8,92446.00,114843.00,103644.50
B7Q3S2,Educational Specialist,1,5,3,3,486,6,29998.80,49998.00,39998.40
B7Y3J6,Senior Associate,1,5,7,3,118,14,191672.00,199992.00,195832.00
C2A4Q3,Fence Labourer,1,1,5,3,454,19,18720.00,39780.00,29250.00
C2V6X5,Maintenance Worker,1,1,3,3,454,5,28080.00,35100.00,31590.00
C6B8E3,Sales Representative,1,1,4,3,283,19,14040.00,18720.00,16380.00
C6B8E8,Mason,1,1,3,3,320,14,23400.00,23400.00,23400.00
C6J3W2,Cabinet Maker,1,1,4,3,322,5,28080.00,32760.00,30420.00
C7H6M3,Service/project Plumber,1,3,7,3,329,5,37440.00,81900.00,59670.00
D2B3D8,Carpenter,1,1,3,11,322,5,28080.00,32760.00,30420.00
D2D2E2,Dispensing Optician,1,3,4,3,175,19,45000.00,49999.92,47499.96
D2F6K3,Interior Finisher And Drywall Installer/finisher,1,1,4,3,454,5,23400.00,25740.00,24570.00
D3B3H7,Program Coordinator,0,5,3,3,211,19,15600.00,39000.00,27300.00
D3J7E3,Janitor,1,1,3,3,333,2,14040.00,16380.00,15210.00
D4P7H6,Activities Coordinator/security/loss Prevention Officer,1,1,2,2,211,0,39780.00,44460.00,42120.00
D5U4Q6,Carpenter,1,1,3,3,454,5,35100.00,46800.00,40950.00
D7U7D6,Line Server,1,1,2,3,256,0,14040.00,21060.00,17550.00
E2D8B2,Massage Therapist,1,1,4,3,259,9,19211.40,21600.00,20405.70
F3N2K4,Mason/steelfixer/heavy Equipment Operator,1,1,2,9,317,5,23400.00,28080.00,25740.00
G3B3N5,Mason/carpenter,1,1,3,3,454,5,14400.00,16800.00,15600.00
G3J2X7,C & L Enterprise Ltd. T/a Braid & Beyond,1,1,3,3,258,14,18200.00,23400.00,20800.00
G5C5P7,Welder Fabricator,1,1,4,3,335,18,23400.00,35100.00,29250.00
H2T7K7,Sheet Rock Installer/finisher,1,1,3,3,321,5,28080.00,30420.00,29250.00
H4D7H8,Nursery Supervisor/foreman,1,3,5,3,298,14,45000.00,65000.00,55000.00
Y8M7N8,Sales And Support Associate,0,5,4,3,278,19,12000.00,18000.00,15000.00
H5X2Y7,"Manager, Regulatory Compliance",1,5,4,1,12,9,60000.00,100000.00,80000.00
H7A7R8,Accounts Clerk/bookkeeper,1,5,5,3,239,5,21600.00,24000.00,22800.00
H7X3E8,"Avp, Credit Risk Manager",1,5,4,3,182,8,90000.00,100000.00,95000.00
J3U7G7,Rooms Division Supervisor,1,1,3,8,260,0,22533.33,22533.33,22533.33
J6H2A6,Nail Technician,1,3,4,0,259,13,14040.00,18720.00,16380.00
K3Q5D7,Private Tutor,1,5,2,3,486,6,29998.80,49998.00,39998.40
K4M3F4,Cashier,1,1,3,3,275,19,18304.00,19791.20,19047.60
K6R2F4,Electronic Technician,1,1,4,3,141,19,17472.00,21840.00,19656.00
K8W4X4,Gardener,1,1,7,8,450,16,14040.00,23634.00,18837.00
M5R3S6,Equipment/truck Driver,1,1,7,3,433,17,29744.00,44616.00,37180.00
N4T8H6,Heavy Equipment Operator/truck Driver/labourer,1,1,4,3,433,19,23400.00,32760.00,28080.00
N6K6B5,Pharmacy Technician,1,3,4,3,166,19,30000.00,42000.00,36000.00
P2K2J7,Aml & Liquidations Administrator,1,3,3,1,99,14,54166.67,75000.00,64583.33
P2U6S3,Millwork Finisher,1,1,5,3,378,5,28080.00,28080.00,28080.00
P4J6H4,Mobile Detailing Specialist,1,1,2,3,443,19,13000.00,15600.00,14300.00
Q2J2E6,Kennel Worker,1,1,2,7,266,19,20800.00,20800.00,20800.00
Q6Q8P4,Carpenter Helper,1,1,5,3,454,5,23400.00,28080.00,25740.00
Q8H8X5,Steel Fixer/fabricator,1,1,2,3,454,11,32760.00,37440.00,35100.00
R4D7A5,Golf Pro Instructor,1,1,5,8,210,19,50005.80,50005.80,50005.80
R5U2W8,Salaried Partner - Corporate,1,5,5,3,118,14,208333.33,333333.33,270833.33
R6Y4Y6,Guest Relation Coordinator,1,3,7,3,236,9,25000.00,46000.00,35500.00
R7F7K5,Welder,1,3,4,3,335,11,28080.00,35100.00,31590.00
R8U8T5,Construction Labourer/carpenter Helper,1,0,2,3,454,5,18720.00,28080.00,23400.00
S5B7T3,Tiler,1,1,3,3,325,5,14040.00,35100.00,24570.00
S5C3U5,Assistant Financial Controller,1,5,4,3,10,5,66666.67,91666.67,79166.67
S8A7Q2,Light Duty Vehicle Mechanic,1,1,7,3,345,14,23400.00,31200.00,27300.00
S8W6B3,Carpenter,1,1,2,3,322,5,18720.00,21060.00,19890.00
T7S8V6,Mechanic/diesel Technician,1,1,4,3,433,18,18720.00,25740.00,22230.00
T8N3J3,Finance Assistant,1,5,4,3,96,2,58500.00,70200.00,64350.00
U3T3D4,Reservations Coordinator,1,2,2,8,283,0,21666.67,21666.67,21666.67
U8C3Y3,Sales And Marketing Coordinator,1,2,7,3,283,19,46800.00,58500.00,52650.00
U8U2D8,Personal Trainer,1,3,3,3,211,19,63700.00,118300.00,91000.00
V2W8X7,Multidiscipline Coach,1,3,4,3,211,4,17998.50,24004.50,21001.50
V3S2T4,Warehouse/packer/driver,1,1,3,3,283,19,16380.00,21060.00,18720.00
V5A6C6,Housekeeping Assistant,1,1,4,8,260,16,14040.00,18369.00,16204.50
V5V6A7,Information Technology User Support Technician/encoder/administrati Officer,1,5,4,12,218,17,18720.00,46800.00,32760.00
V6F4P8,Cabinet Maker/installer,1,1,4,3,378,11,23400.00,32760.00,28080.00
W2C6F5,Mobile Hairstylist,1,1,3,3,258,14,18200.00,23400.00,20800.00
W2X4W4,Experienced Apprentice Plumber,1,1,4,3,329,5,23400.00,28080.00,25740.00
W3T4R5,Floor Supervisor,1,1,3,3,273,19,21060.00,23400.00,22230.00
W4G8R4,Personal Driver,1,1,4,0,430,2,14040.00,14040.00,14040.00
W4R5Y7,Senior Hairstylist,1,3,4,3,259,13,14040.00,17550.00,15795.00
X3T4G6,Mechanic/welder/body Work/heavy Equipment Operator/labourer,1,1,3,12,345,17,18720.00,28080.00,23400.00
X8J4R2,Line Cook,1,1,4,3,255,0,18720.00,28080.00,23400.00
Y5V8T5,Handyman/labourers,1,1,2,3,454,5,18720.00,28080.00,23400.00
Y7S7T8,Mason / Steel Fixer,1,1,2,3,320,5,18720.00,21060.00,19890.00
D3T8F3,Sheet Metal Worker/welder,1,1,3,3,336,5,32760.00,42120.00,37440.00
V5T2E3,Building Maintenance Worker,1,1,4,3,454,5,23400.00,35100.00,29250.00
Y8W3B8,Assistant Project Manager,1,1,4,3,22,5,42000.00,78000.00,60000.00
G3M4R3,Upholsterer,1,1,7,3,383,11,30000.00,30000.00,30000.00
X4N7U5,Carpenter/steel Fixer,1,0,7,3,322,5,24960.00,29120.00,27040.00
E6S4N8,Maintenance Man,1,3,7,3,454,5,23400.00,28080.00,25740.00
S7J2N3,Sales Representative,1,0,2,3,271,19,16380.00,23400.00,19890.00
A3B6H6,Florist,1,1,4,11,271,0,14040.00,18720.00,16380.00
A4R3M8,Operations Manager,0,5,4,3,10,8,70000.00,80000.00,75000.00
A6P2A5,Legal Secretary – Team Leader,1,3,5,3,197,14,70000.00,82000.00,76000.00
A6Q7K8,Senior Compliance Analyst,1,5,4,3,99,14,70833.33,83333.33,77083.33
A8J8P2,Assistant Distiller,1,1,3,3,399,11,20802.60,65005.20,42903.90
B2P3E2,Diesel Mechanic,1,3,7,0,344,17,32760.00,35100.00,33930.00
B3N6J7,Carpenter,1,1,2,3,322,5,23400.00,28080.00,25740.00
B4J2N2,Painter,1,1,2,9,331,5,23400.00,28080.00,25740.00
B5C4F3,Cabling Technician,1,3,7,3,142,10,20800.00,31200.00,26000.00
B5R3E7,Site Superintendent,1,2,7,3,149,5,65000.00,95000.00,80000.00
B5X6J2,Medical Billing And Coding Administrator,1,5,4,3,115,9,21598.20,24008.40,22803.30
B6F2W5,Mason / Carpenter,1,1,2,9,322,5,23400.00,30420.00,26910.00
B6G6V6,Warehouse Associate,1,1,3,3,242,19,18720.00,23400.00,21060.00
C2E2X8,Mason,1,1,4,3,454,5,35100.00,39000.00,37050.00
C3D4W3,Associate,1,5,3,3,118,14,125000.00,141666.67,133333.33
C3T4H4,Administrative Clerk (delivery Services),1,1,2,3,99,19,20800.00,27040.00,23920.00
C3U6F2,Gardener,1,1,3,0,298,2,18720.00,23400.00,21060.00
C4C5H3,Janitor,1,1,6,3,333,2,14040.00,16380.00,15210.00
C4Y6P2,Janitor,1,1,3,3,333,2,12480.00,16640.00,14560.00
C6A2K8,Counter Clerk/general Helper,1,1,3,3,441,2,14040.00,16380.00,15210.00
C6U2T7,Cook,1,1,2,3,255,0,18720.00,21060.00,19890.00
D2P3D3,Optometrist,2,5,4,3,79,19,84999.96,90000.00,87499.98
D2R7B8,Janitorial,1,1,3,3,333,2,20800.00,24960.00,22880.00
D3S2J7,Administrative Clerk (purchasing),1,2,2,3,99,19,20800.00,27040.00,23920.00
D4N2B4,Mechanic,1,3,3,3,347,11,32760.00,35100.00,33930.00
D7Y6W3,Junior Client Relationship Manager,1,1,3,1,99,8,50000.00,63000.00,56500.00
D8M3N3,Inventory Control Clerk,1,3,5,3,454,2,32760.00,42120.00,37440.00
D8V2X8,Carpenter,1,0,5,3,322,14,24960.00,24960.00,24960.00
E2F3U3,Pool Maintenance,1,1,3,3,445,2,20800.00,24960.00,22880.00
E3B4J2,Mechanic,1,3,4,3,347,11,32760.00,35100.00,33930.00
E3U8K5,Mason/marmoran/drywall,1,1,5,3,317,5,30420.00,35100.00,32760.00
E3X8A8,Senior Associate,1,5,4,3,118,14,166666.67,183333.33,175000.00
E4T6D7,Beautician,1,3,7,3,259,19,42000.00,54000.00,48000.00
E5B3P6,Sales/agent,1,1,4,3,283,10,50000.00,72000.00,61000.00
E5T5S7,Assistant Mechanic/car Cleaner,1,1,4,3,345,19,14040.00,18720.00,16380.00
E5U7X4,Mechanic,1,1,4,3,345,2,18720.00,28080.00,23400.00
E5W6M7,Manager - Audit,1,5,4,1,96,14,66666.67,87500.00,77083.33
E6U7C8,Mason/carpenter/steel Fixer,1,1,4,3,319,5,14040.00,28080.00,21060.00
E7E4J6,Senior Director,1,6,7,3,13,8,145833.33,179166.67,162500.00
F2D6T3,Nail Tech,1,3,2,12,259,13,13000.00,13000.00,13000.00
F2E5B3,Administrative Assistant- Vp,1,5,4,3,198,6,48096.00,63120.00,55608.00
F2U8E7,Food And Beverage Operations Manager,1,5,4,11,32,0,66666.67,70833.33,68750.00
F3C5B3,Tour Bus Drivers,1,1,2,3,432,17,17550.00,21060.00,19305.00
F3N6S5,Program Manager,1,6,7,3,26,9,55000.00,57750.00,56375.00
F3W2B7,Food And Beverage Server,1,1,2,3,256,11,12480.00,31200.00,21840.00
F4G7U6,Beautician Massage Therapist,1,1,3,5,259,19,15210.00,16380.00,15795.00
F5Q3N5,Beauty Therapist,1,3,3,3,259,19,14040.00,23400.00,18720.00
F5U5X3,Food Delivery Person,1,1,3,3,433,0,19890.00,30420.00,25155.00
F6H8Y2,Janitor,1,1,3,3,441,2,16380.00,16380.00,16380.00
F8V5K3,Mechanic,1,1,7,3,345,2,18720.00,23400.00,21060.00
G5C8A3,Lead For Marketing & Development,1,5,4,3,104,11,55000.00,60000.00,57500.00
G6C7A3,Judah Furniture & Installation,1,1,2,3,378,17,28080.00,30420.00,29250.00
G6M5T8,Divemaster/dive Instructor/boat Captain,1,1,3,3,386,17,22100.00,24700.00,23400.00
G7N5W6,Car Wash Attendant,1,1,3,3,443,2,16380.00,21060.00,18720.00
H2D8C6,Hvac Technician,1,3,4,3,330,5,28080.00,28080.00,28080.00
H2K3D7,Mason,2,1,7,0,320,5,32760.00,32760.00,32760.00
H2W8B4,Food And Beverage Server,1,1,3,3,282,0,14040.00,14040.00,14040.00
H4R8A7,Tiler,1,1,4,3,325,5,35100.00,42120.00,38610.00
H5K5M2,Line Cook,1,1,3,0,255,19,23400.00,23400.00,23400.00
H6A5H8,Metal Roof Installer,1,1,4,3,397,5,23400.00,28080.00,25740.00
H6K7F2,Floor Layer/ Tiler,1,1,4,3,325,5,23400.00,28080.00,25740.00
H6T7C2,Mason,1,1,4,3,320,14,23400.00,28080.00,25740.00
H7B6Y8,Carpenter,1,1,3,3,322,5,16380.00,16380.00,16380.00
J6R3X5,"Actuary, Longevity Inforce Management",1,5,7,1,41,8,124000.00,186200.00,155100.00
J7B6D2,Legal Secretary,1,3,3,3,197,14,75000.00,83333.33,79166.67
J7V2J7,Kitchen Helper,1,1,3,0,463,19,18720.00,18720.00,18720.00
K4G7W2,A/c Technician - Installer,1,3,4,3,142,5,23400.00,42120.00,32760.00
K5M8X5,Client Service Manager,1,5,3,3,13,8,91666.67,104166.67,97916.67
K6E5X7,Mason / Steel Fixer,1,1,2,3,320,5,23400.00,28080.00,25740.00
K6T6B2,Senior Information Security Officer – Risk Management,1,5,5,1,24,8,85044.00,127524.00,106284.00
K7H7D8,Senior Associate,1,5,4,3,118,14,166666.67,183333.33,175000.00
K8P5V5,New Editor,0,5,4,3,130,10,40000.00,50000.00,45000.00
M2C3D4,Cook/chef,1,1,3,8,255,0,19890.00,19890.00,19890.00
M2J4W4,Senior Manager- Forensic & Web3,1,5,7,3,10,8,108333.33,137500.00,122916.67
M3U5N7,Hr Officer,1,5,4,3,11,8,90000.00,92730.00,91365.00
M4E3R7,Compliance Administrator,1,3,3,8,10,8,78333.33,79170.00,78751.67
M4S3K3,Sales Associate,1,4,5,3,283,19,24476.40,28431.00,26453.70
M7K6M5,Pool And Beach Supervisor,1,1,2,3,473,0,23400.00,35100.00,29250.00
M7P8X2,Janitor/ Cleaner,1,1,3,3,260,5,15210.00,16380.00,15795.00
N2H3A7,Full Time Janitor,1,1,2,8,445,9,26000.00,31200.00,28600.00
N2H6P8,Counsel - Litigation,1,5,5,3,118,14,187500.00,220833.33,204166.67
N2R5U5,Accountant,1,5,3,3,96,14,54166.67,66666.67,60416.67
N3H4Q4,Photographer/videographer,1,1,4,3,212,5,35989.20,43196.40,39592.80
N3J4Q3,Ministry Assistant,1,1,5,3,15,13,39007.80,39007.80,39007.80
N4K7J7,Electrician,1,5,7,3,364,5,56160.00,81900.00,69030.00
N4U4V5,"Manager, Accounting Advisory Services",1,5,4,3,96,14,75001.33,95836.00,85418.67
N5F2P8,Corporate Accountant,1,5,4,3,96,8,79166.67,95833.33,87500.00
N7Q6U2,Mechanic,1,3,4,3,347,11,32032.00,34320.00,33176.00
N8B4F4,Air-conditioning / Refrigeration Technician,1,1,3,3,330,5,31200.00,41600.00,36400.00
N8D8D8,Senior Accounts Manager,1,5,3,3,10,8,83333.33,91666.67,87500.00
N8F7R8,Food And Beverage Server,0,1,2,3,282,0,10530.00,19890.00,15210.00
N8U2E7,Kitchen Helper,1,0,4,3,463,14,18200.00,18200.00,18200.00
N8Y2F8,General Practitioner,1,5,5,3,64,9,96000.00,144000.00,120000.00
P2N2P4,Carpenter Helper,1,1,3,3,322,5,23400.00,31590.00,27495.00
P4X8M6,Retail Sales Representative,1,1,3,3,271,19,21060.00,28080.00,24570.00
P6N3W2,It Technician,1,2,7,3,218,10,39780.00,63180.00,51480.00
P8C4E7,Senior Hostess,1,1,3,8,282,0,19500.00,23400.00,21450.00
Q2G4Y2,Metal Framer/drywall Installer,1,1,6,11,322,5,29120.00,29120.00,29120.00
